#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
#  STRING NAME (do not change!);;;;;;;;;;;X
ACTIONNAME1090A;OK;OK;OK;Aceptar;OK;OK;;OK;;;X
EVT_1110R_NAME;Great War Demonstration;Grande manifestation de soutien à la guerre;Grande manifestazione per la guerra;Gran manifestación por la guerra;Große Kriegsdemonstration;Wielka demonstracja wojenna;;Äåìîíñòðàöèÿ â ïîääåðæêó âîéíû;;;X
EVT_1110R_DESC;A great war demonstration was held today in the capital. Tens of thousands of people cheered cabinet members and members of the opposition as they all met to speak to the public at today's event. The Head of Government and the leader of the opposition both spoke against the oppressors and announced that this country will never again accept such acts of evil as those that took place during the last year. The Head of State also spoke, telling the people to rally behind the Government and to support the necessary measures designed to restore peace in the world and defend democracy.;Une grande manifestation de soutien à la guerre s'est tenue aujourd'hui dans la capitale. Des dizaines de milliers de personnes ont acclamé les membres du gouvernement et de l'opposition venus réitérer leur confiance en la force de notre pays. Les chefs du gouvernement et de l'opposition ont tous deux enflammé la foule en annonçant leur détermination à empêcher par tous les moyens nos agresseurs de commettre des actes aussi odieux que ceux que nous avons subi au cours de la dernière année. Le chef de l'état a demandé aux manifestants de rester unis derrière le gouvernement et de l'aider dans la mise en place des mesures indispensables au retour de la paix dans le monde et à la défense de la démocratie.;Nella giornata odierna, la capitale ha ospitato una imponente manifestazione per la pace, nel corso della quale decine di migliaia di persone hanno applaudito i membri del governo e dell'opposizione che hanno parlato in pubblico nel corso del corteo. Il capo del governo e il leader dell'opposizione si sono scagliati contro gli oppressori e hanno annunciato che questo paese non tollererà più gli atti di vigliaccheria come quelli che ebbero luogo lo scorso anno. Anche il capo dello stato ha parlato, raccomandando alla gente di stringersi intorno al governo e di sostenere le misure necessarie per riottenere la pace nel mondo e per difendere la democrazia.;Hoy ha tenido lugar en la capital una gran manifestación en apoyo de la guerra. Decenas de miles de personas ovacionaron a los miembros del gabinete y de la oposición, unidos para la ocasión para dirigirse al público en este acontecimiento. Tanto el jefe de gobierno como el líder de la oposición hablaron en contra de los opresores y anunciaron que este país nunca volverá a aceptar hechos tan perniciosos como los que tuvieron lugar durante el último año. El jefe de estado también habló, y pidió a la gente que apoyase al gobierno y las medidas necesarias concebidas para devolver la paz al mundo y defender la democracia.;Eine große Kriegsdemonstration wurde heute in der Hauptstadt abgehalten. Zehntausende jubelten Kabinetts- und Oppositionsmitgliedern zu, als alle zu einer Ansprache an dem heutigen Ereignis zusammengekommen waren. Der Regierungschef und der Oppositionsführer sprachen beide gegen die Unterdrücker und verkündeten, dass dieses Land nie wieder solche Akte des Bösen akzeptieren würde, wie sie im Vorjahr stattgefunden hätten. Der Regierungschef bat die Öffentlichkeit auch, sich geschlossen hinter die Regierung zu stellen und die notwendigen Maßnahmen zu unterstützen, die den Frieden in der Welt wiederherstellen und die Demokratie verteidigen sollen.;Dziœ w stolicy odby³a siê wielka demonstracja wojenna. Dziesi¹tki tysiêcy ludzi skandowa³o has³a poparcia dla rz¹du i opozycji, których liderzy spotkali siê wczeœniej w publicznej debacie. Szef rz¹du i przywódca opozycji uzgodnili wspólne stanowisko przeciw najeŸdŸcom i og³osili, ¿e kraj nigdy nie zaakceptuje z³a, które zosta³o wyrz¹dzone w ostatnim roku. G³owa pañstwa wyst¹pi³a z apelem do ludnoœci o poparcie rz¹dowych planów dzia³añ na rzecz przywrócenia pokoju na œwiecie i obrony demokracji.;;Áîëüøàÿ äåìîíñòðàöèÿ â ïîääåðæêó âîéíû ïðîøëà ñåãîäíÿ â ñòîëèöå. Äåñÿòêè òûñÿ÷ ëþäåé ïðèâåòñòâîâàëè ÷ëåíîâ êàáèíåòà è ëèäåðîâ îïïîçèöèè, êîòîðûå âûøëè ïîãîâîðèòü ñ íàðîäîì. Ãëàâà ïðàâèòåëüñòâà è ëèäåð îïïîçèöèè çàêëåéìèëè àãðåññîðîâ è çàÿâèëè, ÷òî ñòðàíà áîëüøå íå ïîòåðïèò àêòîâ àãðåññèè è íàðóøåíèÿ ìåæäóíàðîäíîãî ïðàâà. Ãëàâà ãîñóäàðñòâà òàêæå ïîïðîñèë íàðîä ñïëîòèòüñÿ è îêàçàòü ïîääåðæêó äåÿòåëüíîñòè ïðàâèòåëüñòâà, íàïðàâëåííîé íà âîññòàíîâëåíèå ìèðà è çàùèòó äåìîêðàòèè.;;;X
ACTIONNAME1110A;OK;OK;OK;Aceptar;OK;OK;;OK;;;X
EVT_1120R_NAME;Great Peace Demonstration;Grande manifestation pour la paix;Grande manifestazione per la pace;Gran manifestación por la paz;Große Friedensdemonstration;Wielka demonstracja pokojowa;;Äåìîíñòðàöèÿ â ïîääåðæêó ìèðà;;;X
EVT_1120R_DESC;A great Peace Demonstration was held today in the capital when tens of thousands of people cheered the cabinet memebers and members of the opposition as they all met to speak to the public at today's event. The Head of Government and the leader of the opposition both spoke against involving the country in war and announced that this country will never agree to be dragged into a conflict against its will. The Head of State also spoke, telling the people to rally behind the Government and to support the necessary measures designed to defend Democracy and keep the Motherland out of the war.;Dans le cadre de la grande manifestation en faveur de la paix, des dizaines de milliers de personnes ont acclamé les membres du gouvernement et de l'opposition qui ont pris la parole pour clôturer cette journée. Les chefs du gouvernement et de l'opposition ont tous deux enflammé la foule en annonçant leur détermination à ne pas se laisser entraîner dans le conflit contre leur volonté. Le chef de l'état a demandé aux manifestants de rester unis derrière le gouvernement et de l'aider dans la mise en place des mesures indispensables à la défense de la démocratie et au respect de la neutralité de notre pays.;Nella giornata odierna, la capitale ha ospitato una imponente manifestazione per la pace, nel corso della quale decine di migliaia di persone hanno applaudito i membri del governo e dell'opposizione che hanno parlato in pubblico nel corso del corteo. Il capo del governo e il leader dell'opposizione si sono scagliati contro la possibilità di coinvolgere il paese in guerra, annunciando che non avrebbero mai accettato di farsi trascinare in un conflitto contro la propria volontà. Anche il capo dello stato ha parlato, raccomandando alla gente di stringersi intorno al governo e di sostenere le misure necessarie per difendere la democrazia e mantenere la madrepatria fuori dalla guerra.;Hoy ha tenido lugar una gran manifestación por la paz, en la que decenas de miles de personas ovacionaron a los miembros del gabinete y de la oposición, unidos para la ocasión para dirigirse al público en este acontecimiento. El jefe de gobierno y el líder de la oposición hablaron en contra de involucrar al país en la guerra y anunciaron que este país nunca aceptará verse arrastrado a un conflicto en contra de su voluntad. El jefe de estado también habló, y pidió a la gente que apoyase al gobierno y las medidas necesarias concebidas para defender la democracia y mantener a la madre patria fuera de la guerra.;Eine große Kriegsdemonstration wurde heute in der Hauptstadt abgehalten. Zehntausende jubelten Kabinetts- und Oppositionsmitgliedern zu, als alle zu einer Ansprache an dem heutigen Ereignis zusammengekommen waren. Der Regierungschef und der Oppositionsführer sprachen sich beide dagegen aus, das Land in Krieg zu verwickeln und verkündeten, dass dieses Land sich nie damit einverstanden erklären würde gegen seinen Willen in einen Konflikt gezogen zu werden. Der Regierungschef bat die Öffentlichkeit auch, sich geschlossen hinter die Regierung zu stellen und die notwendigen Maßnahmen zu unterstützen, die die Demokratie verteidigen und das Mutterland vor dem Krieg bewahren sollen.;Dziœ w stolicy odby³a siê wielka demonstracja pokojowa. Dziesi¹tki tysiêcy ludzi skandowa³o has³a poparcia dla rz¹du i opozycji, których liderzy spotkali siê wczeœniej w publicznej debacie. Szef rz¹du i przywódca opozycji uzgodnili wspólne stanowisko przeciw anga¿owaniu siê kraju w wojnê i og³osili, ¿e kraj nigdy wiêcej nie zostanie wci¹gniêty w dzia³ania wojenne wbrew swojej woli. G³owa pañstwa wyst¹pi³a z apelem do ludnoœci o poparcie rz¹dowych planów dzia³añ na rzecz obrony demokracji i utrzymania ziemi ojczystej z dala od wszelkiej przemocy.;;Áîëüøàÿ äåìîíñòðàöèÿ â ïîääåðæêó âîéíû ïðîøëà ñåãîäíÿ â ñòîëèöå. Äåñÿòêè òûñÿ÷ ëþäåé ïðèâåòñòâîâàëè ÷ëåíîâ êàáèíåòà è ëèäåðîâ îïïîçèöèè, êîòîðûå âûøëè ïîãîâîðèòü ñ íàðîäîì. Ãëàâà ïðàâèòåëüñòâà è ëèäåð îïïîçèöèè âûñòóïèëè ïðîòèâ âòÿãèâàíèÿ ñòðàíû â âîéíó è îáúÿâèëè, ÷òî ñòðàíà íèêîãäà íå áóäåò âîâëå÷åíà â êîíôëèêò ïðîòèâ âîëè íàðîäà è ïðàâèòåëüñòâà. Ãëàâà ãîñóäàðñòâà òàêæå ïîïðîñèë íàðîä ñïëîòèòüñÿ è îêàçàòü ïîääåðæêó äåÿòåëüíîñòè ïðàâèòåëüñòâà, íàïðàâëåííîé íà çàùèòó äåìîêðàòèè è ïðåäîòâðàùåíèå âîéíû.;;;X
ACTIONNAME1120A;OK;OK;OK;Aceptar;OK;OK;;OK;;;X
EVT_1130R_NAME;Partisan Revolt;Révolte des partisans;Rivolta partigiana;Revuelta de partisanos;Partisanenaufstand;Powstanie partyzanckie;;Ïàðòèçàíñêàÿ âîéíà;;;X
EVT_1130R_DESC;Our frontline reporters have made an exclusive report from a province under the Authority of Occupied Territories. During the past several weeks, a number of sabotage and guerilla attacks have taken place in the named province, directed against the soldiers and property of our beloved country. A Government spokesmen says that this is a mere nuisance and these traitors have been incited by the enemy and will soon be wiped out. The spokesman also told us that we will receive an official article, approved by the censors, of the events and of the measures taken by the authorities. Unfortunately our reporters were not allowed to publish pictures of our proud soldiers eradicating the terrorist scum.;Nos envoyés au front nous ont adressé aujourd'hui un rapport sur une province placée sous l'autorité des forces d'occupation. Au cours des dernières semaines, un certain nombre de sabotages et d'attaques ont eu lieu dans cette province contre les soldats et les équipements de notre patrie bien aimée. Le porte-parole du gouvernement a minimisé les pertes subies et promis que les traîtres manipulés par l'ennemi seraient bientôt anéantis. Il a également précisé que nous recevrions un reportage officiel sur ces événements et sur les mesures de rétorsion aussitôt que le bureau de la censure y aura mis un point final. Malheureusement, nos journalistes se sont vus interdire la publication de photos de nos fiers soldats luttant sans pitié contre la plèbe terroriste.;I nostri cronisti al fronte hanno realizzato un servizio esclusivo da una provincia sotto l'autorità dei territori occupati. Nel corso delle ultime settimane, nella provincia di cui sopra, si sono verificati diversi atti di sabotaggio e guerriglia contro i soldati e le proprietà del nostro amato paese. Un portavoce del governo ha dichiarato che si tratta di semplici seccature, e che questi traditori, mandati dal nemico, saranno presto resi inoffensivi. Il portavoce ci ha inoltre detto che riceveremo un comunicato ufficiale sugli eventi e sulle misure prese dalle autorità che sono state approvate dai censori. Purtroppo i cronisti non sono stati autorizzati a pubblicare le foto dei nostri valorosi soldati che eliminano la feccia terrorista.;Nuestros reporteros en el frente nos han enviado un informe en exclusiva desde una provincia controlada por la Autoridad de los Territorios Ocupados. Durante las últimas semanas han tenido lugar en dicha provincia varios ataques de guerrilla y sabotajes dirigidos contra los soldados y propiedades de nuestro amado país. Un portavoz del gobierno dice que no es más que una molestia, y que estos traidores han sido seducidos por el enemigo y pronto serán exterminados. El portavoz también nos dijo que recibiremos un artículo oficial, aprobado por los censores, sobre lo ocurrido y sobre las medidas tomadas por las autoridades. Por desgracia, a nuestros reporteros se les ha prohibido publicar fotos de nuestros nobles soldados en el acto de erradicar a esta escoria terrorista.;Unsere Frontreporter haben einen exklusiven Bericht einer Provinz gefertigt, die unter der Autorität der Besetzten Gebiete steht. Während der letzten Wochen trugen sich in der genannten Provinz einige Sabotage-Akte und Guerilla-Angriffe zu, die sich gegen die Soldaten und das Eigentum unseres geliebten Landes gerichtet haben. Ein Regierungssprecher sagt, es handle sich eher um ein Ärgernis, bei dem die Verräter durch den Feind angestachelt worden waren und bald vernichtet werden würden. Der Sprecher teilte uns auch mit, dass wir einen durch die Zensur akzeptierten offiziellen Artikel der Ereignisse und Maßnahmen, die durch die Behörden ergriffen worden waren, erhalten würden. Leider wurde es den Reportern nicht erlaubt, Bilder unseres stolzen Soldaten zu veröffentlichen, die den terroristischen Abschaum ausgerottet haben.;Nasi reporterzy frontowi dostarczyli nam unikatowy raport sytuacyjny z prowincji, znajduj¹cej siê pod kontrol¹ Zarz¹du Ziem Okupowanych. W ci¹gu ostatnich kilku tygodni mia³o tam miejsce wiele aktów sabota¿u i ataków partyzanckich, skierowanych w naszych ¿o³nierzy i w³asnoœæ naszego kraju. Przedstawiciel rz¹du stwierdzi³, ¿e sytuacja znajduje siê pod kontrol¹, a wszyscy zdrajcy przekupieni przez wroga zostan¹ szybko zdemaskowani. Dowiedzieliœmy siê równie¿, ¿e otrzymamy oficjaln¹ wersjê artyku³u do druku, zaaprobowan¹ przez cenzurê, zawieraj¹c¹ relacjê wydarzeñ i kroków podjêtych przez rz¹d i w³adze w prowincji. Niestety, naszym reporterom odmówiono prawa publikacji zdjêæ naszych dzielnych ¿o³nierzy, eliminuj¹cych terrorystyczne szumowiny.;;Íàøè âîåííûå êîððåñïîíäåíòû ïåðåäàëè ñïåöèàëüíûé ðåïîðòàæ èç ïðîâèíöèè, íàõîäÿùåéñÿ ïîä óïðàâëåíèåì îêêóïàöèîííîé àäìèíèñòðàöèè. Â òå÷åíèå íåñêîëüêèõ íåäåëü òàì ïðîäîëæàþòñÿ äèâåðñèè è íàïàäåíèÿ ïàðòèçàí íà ñîëäàò è âàæíûå îáúåêòû. Ïðåäñòàâèòåëè âëàñòåé çàÿâëÿþò, ÷òî â ñêîðîì âðåìåíè ñïðàâÿòñÿ ñ ýòèìè íåáîëüøèìè íåïðèÿòíîñòÿìè, äîñòàâëåííûìè êó÷êîé ïîäñòðåêàåìûõ âðàãîì ïðåäàòåëåé. Îíè òàêæå ãîâîðÿò, ÷òî ñêîðî ìû ïîëó÷èì îôèöèàëüíóþ èíôîðìàöèþ î ñèòóàöèè â ïðîâèíöèè, îäîáðåííóþ öåíçóðîé. Ê ñîæàëåíèþ, íàøèì ðåïîðòåðàì íå ðàçðåøèëè îïóáëèêîâàòü ôîòîãðàôèè íàøèõ ñëàâíûõ ñîëäàò, ñäåëàííûå âî âðåìÿ ñïåöîïåðàöèé ïî óíè÷òîæåíèþ òåððîðèñòè÷åñêîãî îòðåáüÿ.;;;X
ACTIONNAME1130A;OK;OK;OK;Aceptar;OK;OK;;OK;;;X
EVT_1131R_NAME;Partisan Revolt;Révolte des partisans;Rivolta partigiana;Revuelta de partisanos;Partisanenaufstand;Powstanie partyzanckie;;Ïàðòèçàíñêàÿ âîéíà;;;X
EVT_1131R_DESC;Our frontline reporters have made an exclusive report from a province under the Authority of Occupied Territories. During the past several weeks, a number of sabotage and guerilla attacks have taken place in the named province, directed against the soldiers and property of our beloved country. A Government spokesmen says that this is a mere nuisance and these traitors have been incited by the enemy and will soon be wiped out. The spokesman also told us that we will receive an official article, approved by the censors, of the events and of the measures taken by the authorities. Unfortunately our reporters were not allowed to publish pictures of our proud soldiers eradicating the terrorist scum.;Nos envoyés au front nous ont adressé aujourd'hui un rapport sur une province placée sous l'autorité des forces d'occupation. Au cours des dernières semaines, un certain nombre de sabotages et d'attaques ont eu lieu dans cette province contre les soldats et les équipements de notre patrie bien aimée. Le porte-parole du gouvernement a minimisé les pertes subies et promis que les traîtres manipulés par l'ennemi seraient bientôt anéantis. Il a également précisé que nous recevrions un reportage officiel sur ces événements et sur les mesures de rétorsion aussitôt que le bureau de la censure y aura mis un point final. Malheureusement, nos journalistes se sont vus interdire la publication de photos de nos fiers soldats luttant sans pitié contre la plèbe terroriste.;I nostri cronisti al fronte hanno realizzato un servizio esclusivo da una provincia sotto l'autorità dei territori occupati. Nel corso delle ultime settimane, nella provincia di cui sopra, si sono verificati diversi atti di sabotaggio e guerriglia contro i soldati e le proprietà del nostro amato paese. Un portavoce del governo ha dichiarato che si tratta di semplici seccature, e che questi traditori, mandati dal nemico, saranno presto resi inoffensivi. Il portavoce ci ha inoltre detto che riceveremo un comunicato ufficiale sugli eventi e sulle misure prese dalle autorità che sono state approvate dai censori. Purtroppo i cronisti non sono stati autorizzati a pubblicare le foto dei nostri valorosi soldati che eliminano la feccia terrorista.;Nuestros reporteros en el frente nos han enviado un informe en exclusiva desde una provincia controlada por la Autoridad de los Territorios Ocupados. Durante las últimas semanas han tenido lugar en dicha provincia varios ataques de guerrilla y sabotajes dirigidos contra los soldados y propiedades de nuestro amado país. Un portavoz del gobierno dice que no es más que una molestia, y que estos traidores han sido seducidos por el enemigo y pronto serán exterminados. El portavoz también nos dijo que recibiremos un artículo oficial, aprobado por los censores, sobre lo ocurrido y sobre las medidas tomadas por las autoridades. Por desgracia, a nuestros reporteros se les ha prohibido publicar fotos de nuestros nobles soldados en el acto de erradicar a esta escoria terrorista.;Unsere Frontreporter haben einen exklusiven Bericht einer Provinz gefertigt, die unter der Autorität der Besetzten Gebiete steht. Während der letzten Wochen trugen sich in der genannten Provinz einige Sabotage-Akte und Guerilla-Angriffe zu, die sich gegen die Soldaten und das Eigentum unseres geliebten Landes gerichtet haben. Ein Regierungssprecher sagt, es handle sich eher um ein Ärgernis, bei dem die Verräter durch den Feind angestachelt worden war und bald vernichtet werden würden. Der Sprecher teilte uns auch mit, dass wir einen durch die Zensur akzeptierten offiziellen Artikel der Ereignisse und Maßnahmen, die durch die Behörden ergriffen worden waren, erhalten würden. Leider wurde es den Reportern nicht erlaubt, Bilder unseres stolzen Soldaten zu veröffentlichen, die den terroristischen Abschaum ausgerottet haben.;Nasi reporterzy frontowi dostarczyli nam unikatowy raport sytuacyjny z prowincji, znajduj¹cej siê pod kontrol¹ Zarz¹du Ziem Okupowanych. W ci¹gu ostatnich kilku tygodni mia³o tam miejsce wiele aktów sabota¿u i ataków partyzanckich, skierowanych w naszych ¿o³nierzy i w³asnoœæ naszego kraju. Przedstawiciel rz¹du stwierdzi³, ¿e sytuacja znajduje siê pod kontrol¹, a wszyscy zdrajcy przekupieni przez wroga zostan¹ szybko zdemaskowani. Dowiedzieliœmy siê równie¿, ¿e otrzymamy oficjaln¹ wersjê artyku³u do druku, zaaprobowan¹ przez cenzurê, zawieraj¹c¹ relacjê wydarzeñ i kroków podjêtych przez rz¹d i w³adze w prowincji. Niestety, naszym reporterom odmówiono prawa publikacji zdjêæ naszych dzielnych ¿o³nierzy, eliminuj¹cych terrorystyczne szumowiny.;;Íàøè âîåííûå êîððåñïîíäåíòû ïåðåäàëè ñïåöèàëüíûé ðåïîðòàæ èç ïðîâèíöèè, íàõîäÿùåéñÿ ïîä óïðàâëåíèåì îêêóïàöèîííîé àäìèíèñòðàöèè. Â òå÷åíèå íåñêîëüêèõ íåäåëü òàì ïðîäîëæàþòñÿ äèâåðñèè è íàïàäåíèÿ ïàðòèçàí íà ñîëäàò è âàæíûå îáúåêòû. Ïðåäñòàâèòåëè âëàñòåé çàÿâëÿþò, ÷òî â ñêîðîì âðåìåíè ñïðàâÿòñÿ ñ ýòèìè íåáîëüøèìè íåïðèÿòíîñòÿìè, äîñòàâëåííûìè êó÷êîé ïîäñòðåêàåìûõ âðàãîì ïðåäàòåëåé. Îíè òàêæå ãîâîðÿò, ÷òî ñêîðî ìû ïîëó÷èì îôèöèàëüíóþ èíôîðìàöèþ î ñèòóàöèè â ïðîâèíöèè, îäîáðåííóþ öåíçóðîé. Ê ñîæàëåíèþ, íàøèì ðåïîðòåðàì íå ðàçðåøèëè îïóáëèêîâàòü ôîòîãðàôèè íàøèõ ñëàâíûõ ñîëäàò, ñäåëàííûå âî âðåìÿ ñïåöîïåðàöèé ïî óíè÷òîæåíèþ òåððîðèñòè÷åñêîãî îòðåáüÿ.;;;X
ACTIONNAME1131A;OK;OK;OK;Aceptar;OK;OK;;OK;;;X
EVT_1132R_NAME;Partisan Revolt;Révolte des partisans;Rivolta partigiana;Revuelta de partisanos;Partisanenaufstand;Powstanie partyzanckie;;Ïàðòèçàíñêàÿ âîéíà;;;X
EVT_1132R_DESC;Our frontline reporters have made an exclusive report from a province under the Authority of Occupied Territories. During the past several weeks, a number of sabotage and guerilla attacks have taken place in the named province, directed against the soldiers and property of our beloved country. A Government spokesmen says that this is a mere nuisance and these traitors have been incited by the enemy and will soon be wiped out. The spokesman also told us that we will receive an official article, approved by the censors, of the events and of the measures taken by the authorities. Unfortunately our reporters were not allowed to publish pictures of our proud soldiers eradicating the terrorist scum.;Nos envoyés au front nous ont adressé aujourd'hui un rapport sur une province placée sous l'autorité des forces d'occupation. Au cours des dernières semaines, un certain nombre de sabotages et d'attaques ont eu lieu dans cette province contre les soldats et les équipements de notre patrie bien aimée. Le porte-parole du gouvernement a minimisé les pertes subies et promis que les traîtres manipulés par l'ennemi seraient bientôt anéantis. Il a également précisé que nous recevrions un reportage officiel sur ces événements et sur les mesures de rétorsion aussitôt que le bureau de la censure y aura mis un point final. Malheureusement, nos journalistes se sont vus interdire la publication de photos de nos fiers soldats luttant sans pitié contre la plèbe terroriste.;I nostri cronisti al fronte hanno realizzato un servizio esclusivo da una provincia sotto l'autorità dei territori occupati. Nel corso delle ultime settimane, nella provincia di cui sopra, si sono verificati diversi atti di sabotaggio e guerriglia contro i soldati e le proprietà del nostro amato paese. Un portavoce del governo ha dichiarato che si tratta di semplici seccature, e che questi traditori, mandati dal nemico, saranno presto resi inoffensivi. Il portavoce ci ha inoltre detto che riceveremo un comunicato ufficiale sugli eventi e sulle misure prese dalle autorità che sono state approvate dai censori. Purtroppo i cronisti non sono stati autorizzati a pubblicare le foto dei nostri valorosi soldati che eliminano la feccia terrorista.;Nuestros reporteros en el frente nos han enviado un informe en exclusiva desde una provincia controlada por la Autoridad de los Territorios Ocupados. Durante las últimas semanas han tenido lugar en dicha provincia varios ataques de guerrilla y sabotajes dirigidos contra los soldados y propiedades de nuestro amado país. Un portavoz del gobierno dice que no es más que una molestia, y que estos traidores han sido seducidos por el enemigo y pronto serán exterminados. El portavoz también nos dijo que recibiremos un artículo oficial, aprobado por los censores, sobre lo ocurrido y sobre las medidas tomadas por las autoridades. Por desgracia, a nuestros reporteros se les ha prohibido publicar fotos de nuestros nobles soldados en el acto de erradicar a esta escoria terrorista.;Unsere Frontreporter haben einen exklusiven Bericht einer Provinz gefertigt, die unter der Autorität der Besetzten Gebiete steht. Während der letzten Wochen trugen sich in der genannten Provinz einige Sabotage-Akte und Guerilla-Angriffe zu, die sich gegen die Soldaten und das Eigentum unseres geliebten Landes gerichtet haben. Ein Regierungssprecher sagt, es handle sich eher um ein Ärgernis, bei dem die Verräter durch den Feind angestachelt worden war und bald vernichtet werden würden. Der Sprecher teilte uns auch mit, dass wir einen durch die Zensur akzeptierten offiziellen Artikel der Ereignisse und Maßnahmen, die durch die Behörden ergriffen worden waren, erhalten würden. Leider wurde es den Reportern nicht erlaubt, Bilder unseres stolzen Soldaten zu veröffentlichen, die den terroristischen Abschaum ausgerottet haben.;Nasi reporterzy frontowi dostarczyli nam unikatowy raport sytuacyjny z prowincji, znajduj¹cej siê pod kontrol¹ Zarz¹du Ziem Okupowanych. W ci¹gu ostatnich kilku tygodni mia³o tam miejsce wiele aktów sabota¿u i ataków partyzanckich, skierowanych w naszych ¿o³nierzy i w³asnoœæ naszego kraju. Przedstawiciel rz¹du stwierdzi³, ¿e sytuacja znajduje siê pod kontrol¹, a wszyscy zdrajcy przekupieni przez wroga zostan¹ szybko zdemaskowani. Dowiedzieliœmy siê równie¿, ¿e otrzymamy oficjaln¹ wersjê artyku³u do druku, zaaprobowan¹ przez cenzurê, zawieraj¹c¹ relacjê wydarzeñ i kroków podjêtych przez rz¹d i w³adze w prowincji. Niestety, naszym reporterom odmówiono prawa publikacji zdjêæ naszych dzielnych ¿o³nierzy, eliminuj¹cych terrorystyczne szumowiny.;;Íàøè âîåííûå êîððåñïîíäåíòû ïåðåäàëè ñïåöèàëüíûé ðåïîðòàæ èç ïðîâèíöèè, íàõîäÿùåéñÿ ïîä óïðàâëåíèåì îêêóïàöèîííîé àäìèíèñòðàöèè. Â òå÷åíèå íåñêîëüêèõ íåäåëü òàì ïðîäîëæàþòñÿ äèâåðñèè è íàïàäåíèÿ ïàðòèçàí íà ñîëäàò è âàæíûå îáúåêòû. Ïðåäñòàâèòåëè âëàñòåé çàÿâëÿþò, ÷òî â ñêîðîì âðåìåíè ñïðàâÿòñÿ ñ ýòèìè íåáîëüøèìè íåïðèÿòíîñòÿìè, äîñòàâëåííûìè êó÷êîé ïîäñòðåêàåìûõ âðàãîì ïðåäàòåëåé. Îíè òàêæå ãîâîðÿò, ÷òî ñêîðî ìû ïîëó÷èì îôèöèàëüíóþ èíôîðìàöèþ î ñèòóàöèè â ïðîâèíöèè, îäîáðåííóþ öåíçóðîé. Ê ñîæàëåíèþ, íàøèì ðåïîðòåðàì íå ðàçðåøèëè îïóáëèêîâàòü ôîòîãðàôèè íàøèõ ñëàâíûõ ñîëäàò, ñäåëàííûå âî âðåìÿ ñïåöîïåðàöèé ïî óíè÷òîæåíèþ òåððîðèñòè÷åñêîãî îòðåáüÿ.;;;X
ACTIONNAME1132A;OK;OK;OK;Aceptar;OK;OK;;OK;;;X
EVT_1133R_NAME;Partisan Revolt;Révolte des partisans;Rivolta partigiana;Revuelta de partisanos;Partisanenaufstand;Powstanie partyzanckie;;Ïàðòèçàíñêàÿ âîéíà;;;X
